last_scraped,name,description,neighborhood_overview,host_name,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,estimated_occupancy_l365d,first_review,last_review,instant_bookable,central,review_scores_rating
9406,48,534,1000,11,9008,0,14,1.0,1.0,0,2,4,18,1,40.68055,-73.98356,13,12,4,1.0,6,1,2.0,446,440.0,1,365,255,9197,9385,1,7.0,4.68
9406,24,510,0,4,6205,248,14,1.0,0.38,0,3,3,18,1,40.65691995547716,-73.96212045103312,12,15,3,1.0,6,1,2.0,1005,201.0,30,365,60,7855,9162,0,7.34,5.0
9406,49,189,142,6,5289,448,14,0.95,0.77,0,4,10,32,1,40.8507,-73.90823,25,12,2,1.0,13,1,1.0,574,150.0,2,28,255,8107,9389,0,6.86,4.49
9406,25,529,0,7,4010,313,18,0.8,1.0,0,1,2,18,1,40.63833,-74.01671,18,15,1,1.0,6,1,1.0,478,95.0,30,90,120,8597,9124,0,7.23,4.67
9406,41,154,139,5,6463,150,0,,,0,1,5,18,1,40.76984,-73.91134,18,15,2,,6,1,,345,,30,1125,0,6849,7197,0,6.5,4.14
9406,50,204,356,6,9055,0,14,1.0,1.0,1,12,38,18,1,40.7806869,-73.9810357,25,15,1,1.0,6,1,0.0,461,450.0,1,365,26,8742,9217,1,7.83,4.67
9406,39,325,557,4,5953,737,14,1.0,0.57,0,16,26,18,1,40.81678009033203,-73.94087219238281,27,12,2,0.0,14,1,1.0,104,55.0,30,365,60,8260,9311,0,7.63,3.0
9405,26,321,0,6,7198,151,14,1.0,1.0,1,1,1,9,1,40.597138247192056,-74.06308961848622,18,15,2,1.0,6,0,1.0,447,90.0,30,365,120,9266,9352,0,7.01,5.0
9406,32,248,431,16,5664,309,0,,,0,4,4,18,1,40.66995,-73.95163,18,15,5,,6,2,,165,,30,1125,0,5848,6254,0,7.51,5.0
9406,42,427,1000,5,6243,168,18,1.0,1.0,1,5,7,18,1,40.576569,-73.985207,18,15,3,,6,1,,1150,,30,90,0,6282,9036,1,7.09,4.73
9406,29,235,178,7,5664,0,0,,,0,1,1,18,1,40.79321,-73.96782,18,15,4,,9,2,,172,,30,1125,0,5719,5948,0,7.13,5.0
9406,50,498,0,3,6730,302,14,1.0,0.75,0,2,2,32,1,40.76646824193455,-73.99246505281234,27,12,1,1.0,13,1,1.0,914,206.0,30,180,60,9360,9360,0,7.25,5.0
9406,24,49,51,7,6510,18,14,0.9,1.0,1,9,9,18,1,40.89588,-73.84045,20,12,1,1.0,13,1,3.0,702,40.0,30,1125,60,8038,9059,0,6.23,5.0
9406,32,224,0,4,4965,119,0,,,0,1,1,18,1,40.78372,-73.95333,18,15,4,,6,2,,167,,30,1125,0,6083,6083,0,7.63,4.0
9406,47,474,0,19,7244,0,14,1.0,0.97,1,8,8,9,1,40.7143,-74.00974,13,12,2,1.0,14,1,1.0,351,,1,28,0,8653,8653,1,6.56,4.0
9406,33,243,73,3,5810,251,0,,,0,1,1,18,1,40.80442,-73.95875,18,15,4,,6,1,,172,,30,1125,0,5851,6213,0,6.78,4.75
9406,46,189,0,6,5326,0,18,0.99,0.87,0,315,357,18,1,40.7512,-73.87821,25,12,1,1.0,13,1,1.0,151,32.0,30,1125,60,8336,9232,0,7.39,3.0
9406,39,514,717,4,6016,64,18,0.67,0.8,1,1,2,18,1,40.7184,-73.95365,18,15,2,1.0,6,0,1.0,476,203.0,30,30,255,6021,9253,0,7.54,4.84
9406,32,502,385,12,7073,500,14,0.9,0.99,0,7,12,9,1,40.7645895,-73.9809119,22,12,2,,14,1,,383,,1,1125,13,7603,9350,1,6.6,3.45
9406,29,487,0,7,6282,45,18,0.77,0.81,0,83,86,32,1,40.75033,-73.97603,18,15,1,1.0,6,0,1.0,362,170.0,30,120,0,7701,8414,0,7.23,4.33
9406,23,250,221,7,5145,243,18,1.0,1.0,0,3,11,9,1,40.76301,-73.98005,27,12,2,3.0,14,1,1.0,166,175.0,30,1125,60,7874,9359,0,7.43,4.93
9406,32,486,0,13,8703,226,14,1.0,0.99,0,2,2,18,1,40.698022542315314,-73.93489588582086,27,12,1,2.0,14,1,2.0,718,110.0,2,7,255,9006,9402,1,6.73,4.74
9406,17,322,340,6,5364,88,18,0.7,1.0,1,4,5,18,1,40.67943,-73.91158,20,12,1,,13,,,477,,30,60,255,8662,9312,1,7.31,5.0
9406,36,280,0,5,8387,142,18,0.8,1.0,1,1,3,18,1,40.68387,-73.94982,11,15,5,1.5,9,3,3.0,124,184.0,30,365,60,9368,9368,1,7.39,5.0
9406,50,452,0,6,9097,0,14,1.0,1.0,1,1,2,18,1,40.66841,-73.92941,11,15,10,2.0,7,5,6.0,774,618.0,1,365,230,9212,9391,1,7.33,5.0
9406,30,358,0,6,5906,434,18,0.99,0.66,1,204,387,18,1,40.75498962402344,-73.96636199951172,18,15,2,1.0,6,0,1.0,444,145.0,30,365,120,6693,9379,0,7.05,4.85
9406,33,262,0,5,5710,0,18,1.0,0.93,1,1,1,18,1,40.6850941,-73.9491814,18,15,2,1.0,6,1,2.0,688,197.0,2,30,255,8971,9388,0,7.45,4.99
9406,34,205,0,5,5961,0,0,,,0,1,2,18,1,40.8253,-73.94236,27,12,2,,6,1,,126,,30,1125,0,5995,5995,0,7.44,5.0
9406,33,478,619,4,4316,2224,14,1.0,0.75,0,9,16,18,1,40.66995,-73.97994,16,15,2,1.0,6,0,2.0,1068,140.0,30,360,0,6804,8710,0,7.46,4.85
9406,48,306,239,5,7727,164,0,,1.0,0,1,1,18,1,40.68614,-73.9896,16,15,5,3.0,7,3,3.0,1210,394.0,30,1125,120,8062,9281,0,6.98,5.0
9406,48,505,139,3,5962,0,0,,,0,1,3,9,1,40.73958,-74.00007,18,15,2,,9,1,,421,,30,365,0,6580,7568,0,7.38,4.85
9406,30,299,346,7,6113,0,18,0.0,0.0,0,2,4,18,1,40.83932,-73.94554,27,12,2,1.0,13,1,1.0,458,74.0,30,1125,0,6196,8647,0,7.39,4.78
9406,49,144,417,4,5301,327,14,0.87,0.85,1,99,128,9,1,40.7482615,-74.0047579,18,15,4,2.0,7,2,2.0,729,578.0,30,730,0,8826,8826,0,6.74,5.0
9406,36,541,0,7,6190,0,0,,,0,1,1,9,1,40.67741,-73.99866,27,12,1,,14,,,81,,30,1125,0,6212,6270,0,7.29,4.5
9406,46,411,0,6,8801,0,14,1.0,1.0,0,6,9,9,1,40.689655869349394,-73.91010313195125,27,12,1,2.0,14,4,1.0,391,79.0,30,365,0,8918,8918,1,6.86,5.0
9406,44,324,184,5,6760,0,18,0.96,0.78,0,278,311,18,1,40.82271439604448,-73.93991786587198,25,12,1,1.0,13,1,1.0,117,52.0,30,730,60,8918,9041,0,6.66,5.0
9406,48,510,0,4,5393,11,0,,,0,2,3,18,1,40.77169,-73.99009,27,12,2,1.0,14,2,1.0,386,296.0,300,1125,0,6550,6576,0,7.36,4.5
9406,23,52,0,14,5192,1669,18,0.8,0.73,0,31,31,18,1,40.7719025,-73.9566685,18,15,2,1.0,6,1,1.0,135,118.0,30,365,180,8848,9338,0,6.62,5.0
9406,32,264,181,3,5296,396,0,,,0,1,2,18,1,40.68766,-73.92981,27,12,2,,6,,,110,,30,1125,0,5833,6391,0,7.1,4.63
9406,30,415,0,5,6147,165,14,1.0,0.95,1,4,8,32,1,40.64791,-73.9193,27,12,2,,13,1,,1052,,30,90,180,7952,9375,0,6.99,5.0
9406,29,199,934,4,4647,156,18,0.0,0.0,0,3,6,18,1,40.70351,-73.91852,18,15,6,1.0,6,3,4.0,884,239.0,30,30,0,6813,8621,0,6.91,4.87
9406,48,422,1000,7,6123,356,18,1.0,0.78,1,1,1,32,1,40.6857435,-73.91310460000001,21,12,2,1.0,14,1,1.0,1148,162.0,1,28,255,6188,9405,0,6.94,4.88
9406,37,480,176,6,6928,0,0,,,0,1,1,9,1,40.74937,-73.87767,27,12,2,,14,,,578,,365,365,0,7646,7664,0,7.17,5.0
9406,42,497,223,6,6969,198,0,,,0,1,1,18,1,40.7545,-73.99848,18,15,5,,6,2,,260,,30,1125,0,7086,7443,0,7.54,4.38
9406,23,271,0,6,6182,0,0,,,0,1,4,9,1,40.67283,-73.9331,27,12,1,,13,,,187,,30,1125,0,7162,7162,0,7.43,5.0
9406,19,93,0,8,5778,0,0,,,0,1,4,18,1,40.86822,-73.92573,27,12,2,,13,,,229,,30,30,0,5895,7351,1,6.29,4.88
9406,29,456,0,5,6389,0,0,,,0,1,1,18,1,40.68326,-73.92754,27,12,3,,13,1,,101,,30,1125,0,6404,6407,0,6.69,5.0
9406,48,413,0,9,6071,0,0,,,0,1,2,18,1,40.80366,-73.9578,18,15,2,,6,1,,121,,90,200,0,6152,7701,0,7.15,4.5
9405,31,329,221,7,6483,207,0,,,0,1,3,32,1,40.64364,-73.96483,27,12,1,1.0,13,1,2.0,634,68.0,30,1125,0,6499,7260,0,7.5,4.77
9406,25,163,284,4,8485,0,14,1.0,1.0,0,2,2,18,1,40.68218122917179,-73.89480805668677,11,15,4,1.0,6,1,2.0,546,108.0,30,365,0,8499,8641,1,6.96,3.6
9406,47,455,1000,18,5400,441,18,0.91,0.99,1,271,1127,32,1,40.7413,-74.00028,18,15,5,1.0,6,2,2.0,557,262.0,30,270,0,7894,7894,1,7.24,4.0
9406,41,291,438,4,4292,264,14,1.0,0.75,1,1,1,32,1,40.72113,-73.98442,18,15,2,1.0,6,1,2.0,582,180.0,30,90,255,4300,9377,0,7.44,4.71
9406,33,249,1000,8,5498,0,0,,,0,1,2,18,1,40.70007,-73.91965,27,12,2,,6,2,,242,,30,1125,0,5684,6210,0,7.26,4.64
9406,28,170,670,6,4564,448,0,,,0,1,1,18,1,40.704,-73.89389,20,12,2,,14,,,169,,30,1125,0,5926,6383,0,6.79,4.93
9406,28,502,957,7,6469,0,0,,,0,1,3,32,1,40.69167,-73.94736,18,15,2,,6,2,,762,,30,1125,0,7305,8585,0,6.86,5.0
9406,34,381,0,8,5828,0,18,0.49,0.53,0,240,261,32,1,40.71891,-73.99589,18,15,2,1.0,6,0,1.0,331,140.0,30,365,180,7813,9368,0,7.26,4.29
9406,27,286,483,14,5192,1669,18,0.8,0.73,0,31,31,18,1,40.77171,-73.95535,18,15,2,1.0,6,1,2.0,343,212.0,30,360,0,6209,8632,0,6.71,4.75
9406,44,324,184,6,5326,0,18,0.99,0.87,0,315,357,18,1,40.822556622245614,-73.93791963222823,25,12,1,1.0,13,1,1.0,117,58.0,30,730,60,9100,9100,0,6.66,4.0
9406,33,497,530,7,4779,6,12,1.0,0.71,1,1,1,18,1,40.76748,-73.9862,18,15,2,1.0,6,1,1.0,684,148.0,30,730,120,5988,9330,0,7.19,4.45
9406,16,232,0,5,6189,117,18,0.0,0.0,0,2,3,18,1,40.69601,-73.97236,18,15,2,2.0,7,1,2.0,552,136.0,30,1125,0,6608,7365,0,7.45,4.96
9406,22,166,0,3,7432,0,0,,0.5,0,4,6,18,1,40.65269,-73.95299,27,12,1,1.0,13,1,1.0,329,75.0,30,1125,60,7563,9092,0,7.38,3.83
9406,25,425,0,5,5834,0,0,,,0,1,1,18,1,40.69492,-73.94955,20,12,2,,13,,,63,,30,1125,0,6376,6457,0,7.01,4.5
9406,33,244,219,8,5018,122,0,,,0,1,3,32,1,40.74802,-73.97278,18,15,2,,6,1,,225,,30,1125,0,5357,5455,0,7.22,5.0
9406,47,503,0,6,7592,0,0,,,0,99,107,18,1,40.7062,-74.0059,13,12,2,,14,1,,334,,1,1125,0,7672,8451,1,7.81,4.64
9406,42,481,106,6,7665,0,14,0.98,0.99,0,19,25,18,1,40.7562,-73.99831,27,12,2,2.0,14,1,,194,229.0,1,1125,77,7856,9339,1,7.47,4.03
9406,50,512,0,5,5202,67,18,1.0,0.94,1,1,2,32,1,40.77427,-73.9277,27,12,2,1.0,13,1,1.0,920,149.0,3,365,255,7835,9398,0,7.07,4.98
9406,30,494,0,6,7592,0,0,,,0,99,107,18,1,40.70641,-74.00409,13,12,2,,14,1,,362,,1,1125,0,7742,8254,0,7.62,4.88
9406,49,495,906,4,7256,0,14,1.0,1.0,1,4,4,18,1,40.67607,-73.98493,18,15,5,1.0,6,2,2.0,862,803.0,30,365,0,7835,8788,0,7.47,5.0
9406,39,171,0,4,7165,0,0,,,0,1,1,18,1,40.688516513404025,-73.95586403446092,27,12,1,,13,,,94,,30,365,0,8313,8313,0,7.33,5.0
9406,47,323,197,6,7061,220,0,,,0,1,1,32,1,40.83628,-73.94392,27,12,1,,13,,,397,,30,30,0,7207,7308,0,7.32,4.14
9406,47,461,1000,6,8977,0,14,1.0,1.0,0,4,4,18,1,40.71753091685891,-73.99141906833522,13,12,2,1.0,6,1,1.0,367,276.0,1,365,255,9006,9355,1,7.22,4.63
9406,33,387,0,2,8130,33,14,1.0,0.98,1,2,3,18,1,40.68723703305877,-73.90801132758578,20,12,2,1.0,14,0,1.0,517,137.0,2,28,255,9034,9375,0,6.55,4.77
9406,28,492,764,8,7225,258,14,1.0,1.0,1,8,8,18,1,40.70663,-73.90317,27,12,1,1.0,13,1,0.0,828,82.0,30,45,60,7304,9328,0,7.3,5.0
9406,49,503,4,7,7789,0,0,,,0,1,4,18,1,40.72219,-73.99497,18,15,5,,9,2,,589,,30,365,0,8515,8515,0,6.9,5.0
9406,39,302,0,12,6237,680,14,1.0,0.84,1,63,124,18,1,40.740551,-73.998917,18,15,2,1.0,6,0,1.0,531,150.0,30,365,120,8187,9266,0,6.63,4.67
9406,28,210,590,5,5898,346,0,,,0,1,1,32,1,40.64216,-73.95781,18,15,2,,6,1,,155,,30,1125,0,5986,6411,0,7.09,4.6
9406,39,410,22,6,6639,0,14,0.96,0.99,1,17,19,18,1,40.7572,-73.98509,18,15,2,1.0,6,1,1.0,724,625.0,7,28,98,7565,9382,1,7.22,4.75
9406,30,281,0,7,8083,0,0,,,0,2,5,18,1,40.72330794121491,-73.98906782580741,27,12,2,,13,,,592,,30,1125,0,8487,8645,0,6.76,4.14
9406,31,426,0,4,7351,0,18,0.77,0.49,1,16,20,18,1,40.75428,-73.9653,18,15,4,1.0,6,1,1.0,1156,241.0,30,365,120,9268,9306,0,7.15,5.0
9406,47,255,1000,3,6387,3860,14,0.99,0.71,1,151,366,32,1,40.7092191,-74.0137534,12,15,2,1.0,6,0,1.0,589,288.0,30,365,60,8796,9057,0,7.27,4.83
9406,32,496,824,5,6370,1360,18,1.0,0.29,0,6,6,18,1,40.68418,-73.94205,18,15,6,2.0,7,3,3.0,541,185.0,30,365,60,7897,9269,0,6.85,5.0
9406,50,278,420,4,5301,327,14,0.87,0.85,1,99,128,9,1,40.771523,-73.952622,18,15,8,3.0,7,4,4.0,938,543.0,30,730,0,8662,8918,0,6.77,4.75
9406,31,332,0,19,7276,409,14,0.94,0.97,1,8,8,18,1,40.7046445,-74.01031929999999,13,12,2,1.0,6,1,2.0,464,495.0,1,28,0,8926,8982,0,6.98,5.0
9406,31,341,146,13,5072,179,14,1.0,0.96,1,24,41,32,1,40.70364298490863,-73.88418809699591,20,12,1,,9,,,881,,30,365,60,8548,9254,0,6.88,5.0
9405,49,520,0,4,4845,387,14,1.0,0.99,0,4,4,32,1,40.61386,-74.07365,20,12,1,1.0,14,1,1.0,724,48.0,4,21,192,9234,9400,0,6.82,4.6
9406,31,237,0,7,5044,309,0,,,0,1,5,23,1,40.7174393955636,-73.99058567835566,18,15,2,,6,1,,630,,30,30,0,8441,8641,0,6.93,5.0
9406,21,59,0,8,5828,0,18,0.49,0.53,0,240,261,32,1,40.71914,-73.99477,18,15,4,2.0,7,2,2.0,281,290.0,30,365,60,9066,9066,0,6.45,5.0
9406,49,505,0,9,5623,0,0,,,0,2,5,18,1,40.66002,-73.94911,27,12,3,,13,,,609,,30,1125,0,6762,7307,0,6.88,4.0
9406,20,54,0,3,6427,0,14,1.0,1.0,1,3,3,18,1,40.72328999011884,-73.93997138304954,18,15,4,1.0,6,2,2.0,525,151.0,30,365,0,8812,9040,1,7.4,5.0
9406,9,435,102,7,4652,50,0,,,0,1,1,18,1,40.79786,-73.96915,18,15,2,,6,,,281,,30,1125,0,6589,6693,0,7.51,5.0
9406,34,473,0,5,6540,147,0,,,0,1,1,18,1,40.67135,-73.95211,27,12,1,,13,,,163,,30,30,0,6568,6575,0,6.83,4.5
9406,33,522,31,7,8521,0,14,1.0,1.0,1,1,1,18,1,40.6594191,-73.7570271,18,15,6,,9,3,,1015,,3,90,255,8527,9360,0,6.92,4.94
9405,46,238,32,7,7651,116,14,1.0,1.0,0,1,2,18,1,40.63164,-74.13201,20,12,1,1.0,14,1,1.0,934,109.0,1,1125,13,7848,9400,1,6.95,4.63
9406,32,59,0,6,5832,0,0,,,0,2,7,18,1,40.718775365779145,-73.98625263180095,18,15,2,1.0,6,0,1.0,85,220.0,30,365,0,8548,8638,0,6.45,4.5
9406,30,449,0,6,7011,0,0,,,0,2,2,18,1,40.81683,-73.94228,18,15,4,1.0,6,2,2.0,618,238.0,30,120,0,8239,8687,0,7.67,4.67
9406,47,463,496,8,5896,138,18,1.0,0.0,0,1,1,18,1,40.79848,-73.94188,27,12,2,1.0,14,1,2.0,948,97.0,30,730,0,6839,8377,0,7.29,4.96
9406,35,0,0,10,4562,265,0,,,0,1,1,18,1,40.7359,-74.00128,18,15,2,,6,1,,56,,30,400,0,4725,6183,0,6.35,4.42
9406,47,438,83,12,5253,60,0,,,0,5,9,18,1,40.6946,-73.92497,25,12,2,,16,1,,414,,30,1125,0,6702,6871,0,7.08,4.5
9406,44,414,433,6,5326,0,18,0.99,0.87,0,315,357,18,1,40.7488,-73.89404,11,15,4,,6,2,,306,,30,1125,0,8313,8336,0,7.47,4.0
9406,50,480,1000,3,6387,3860,14,0.99,0.71,1,151,366,32,1,40.7404828,-73.88390629999999,27,12,2,1.0,14,1,1.0,437,91.0,30,365,60,8425,9343,0,6.76,4.8
9406,48,264,737,6,4567,91,0,,,0,1,1,18,1,40.67272,-73.9647,27,12,1,,13,,,356,,30,60,0,7053,7105,0,7.47,5.0
9405,46,414,0,7,6286,417,14,1.0,0.96,1,6,6,18,1,40.58541,-74.07033,18,15,2,1.0,6,0,1.0,999,109.0,30,365,120,7757,9153,0,6.91,4.91
9406,50,465,394,7,5653,0,0,,,0,1,1,18,1,40.71817,-73.96462,27,12,5,,14,,,325,,30,1125,0,6190,6512,0,7.4,4.97
9406,43,492,380,5,6050,0,0,,,0,1,1,32,1,40.69014,-73.98604,27,12,3,,13,,,493,,30,1125,0,6803,7090,0,7.05,4.88
9406,34,367,0,4,4691,346,0,,,0,1,2,18,1,40.82544,-73.94989,18,15,3,,6,1,,162,,30,1125,0,5813,6205,0,7.56,4.88
9406,27,389,17,7,6035,274,0,,,0,2,4,18,1,40.69741,-73.74228,20,12,2,,14,,,196,,30,1125,0,6161,6504,0,7.09,4.56
9406,35,379,766,5,4526,749,0,,,0,2,2,32,1,40.75347,-73.89145,25,12,2,,13,,,387,,30,1125,0,4629,7261,1,7.77,4.88
9405,47,474,28,6,8215,48,14,1.0,1.0,0,1,1,18,1,40.60482,-74.13123,11,15,2,1.0,6,1,1.0,811,150.0,2,30,38,9359,9403,0,7.04,5.0
9406,11,209,0,8,8472,207,0,,1.0,0,5,5,9,1,40.71341,-73.81008,20,12,1,,13,,,344,,30,60,120,8568,9319,1,6.95,4.5
9406,40,210,0,3,6830,0,12,1.0,0.0,0,1,1,9,1,40.8001,-73.96052,12,15,5,1.0,6,2,2.0,476,159.0,30,1125,0,6990,7477,0,7.24,4.7
9406,47,452,0,6,5500,114,18,0.9,0.6,0,5,8,18,1,40.65653,-73.97776,18,15,5,2.0,7,3,3.0,634,151.0,30,1125,0,8247,8977,0,7.38,5.0
9406,15,502,9,4,6885,30,18,1.0,0.96,1,5,9,18,1,40.75947,-73.87818,25,12,1,1.0,14,1,1.0,394,76.0,30,360,240,8344,9375,0,7.14,5.0
9406,50,402,0,9,5533,354,14,1.0,1.0,0,83,84,18,1,40.82372,-73.94112,27,12,3,1.0,13,1,1.0,700,75.0,30,1125,0,8454,9029,0,6.91,4.47
9406,28,296,0,9,5090,34,0,,,0,1,2,18,1,40.76689,-73.91958,18,15,2,,6,1,,222,,30,30,0,5653,7357,0,7.27,4.89
9406,35,108,689,6,4074,56,0,,,0,1,5,18,1,40.72184,-73.98402,18,15,2,,6,1,,202,,30,1125,0,5798,6722,0,7.08,5.0
9406,20,435,202,9,5621,330,14,1.0,1.0,,4,4,18,1,40.72028,-73.90154,11,15,1,1.0,6,1,1.0,558,84.0,30,730,180,6888,9298,0,7.55,4.87
9406,26,194,0,6,5147,0,0,,,0,1,1,18,1,40.67026,-73.92587,18,15,4,,6,1,,146,,30,1125,0,5837,6541,0,7.3,4.13
9406,41,500,32,7,7693,0,14,1.0,0.95,1,4,4,18,1,40.65591822622024,-73.92631374898838,20,12,1,1.0,13,1,1.0,1069,84.0,2,90,255,7938,9390,0,6.7,4.83
9406,11,478,0,5,5757,247,14,1.0,1.0,0,1,2,32,1,40.71287489145983,-73.9441175475667,11,15,12,3.0,7,5,6.0,743,800.0,30,365,120,9374,9404,0,6.45,5.0
9406,26,57,109,7,7133,297,0,,,0,1,1,18,1,40.82743,-73.95114,27,12,1,1.0,14,1,1.0,861,114.0,30,1125,0,7184,8716,1,5.96,4.76
9406,35,473,0,15,6058,0,12,1.0,,0,1,3,18,1,40.72198,-73.98404,12,15,5,2.0,7,2,2.0,397,1212.0,30,90,0,7030,8514,1,7.12,4.48
9406,34,500,0,7,7508,0,0,,,0,1,2,9,1,40.84228,-73.91543,27,12,4,1.0,13,1,2.0,677,130.0,30,730,0,8092,8688,1,7.4,4.45
9406,48,421,0,5,5526,0,0,,,0,2,2,18,1,40.66827,-73.92424,18,15,4,1.0,6,1,2.0,660,229.0,30,365,0,8365,8392,1,7.35,4.75
9406,40,512,0,15,5497,276,18,0.97,0.5,1,64,66,18,1,40.65399,-73.93633,27,12,2,1.0,13,1,1.0,650,52.0,30,1125,0,7444,8680,0,6.4,4.6
9406,37,535,1000,33,8830,0,14,1.0,1.0,0,10,10,18,1,40.75674669381707,-73.98390565606444,13,12,2,1.0,6,1,1.0,361,358.0,1,365,13,8884,9137,1,7.55,3.67
9406,31,523,0,8,4471,63,0,,,0,1,2,32,1,40.65944676600804,-73.98877048730728,18,15,7,,9,3,,132,,30,30,0,8602,8602,0,7.47,5.0
9405,28,140,117,7,6762,142,18,0.0,,0,1,1,9,1,40.61943,-73.92696,20,12,2,1.0,13,1,1.0,674,94.0,30,30,0,8227,8660,0,7.61,4.59
9406,50,520,425,8,6681,55,14,1.0,1.0,1,1,1,18,1,40.674496,-73.910583,20,12,2,1.0,14,1,1.0,632,115.0,2,30,205,7184,9392,0,6.75,4.94
9406,41,143,149,5,6343,150,0,,,0,1,1,32,1,40.68507,-73.95717,18,15,1,,6,1,,462,,30,35,0,8195,8283,1,7.13,5.0
9406,45,406,450,13,5659,267,0,,,0,2,2,18,1,40.65593,-73.95623,27,12,2,,13,,,394,,30,1124,0,6213,7359,0,7.0,4.97
9406,22,400,0,5,5326,77,18,0.9,0.93,1,4,8,18,1,40.83455,-73.939,27,12,1,1.0,6,1,1.0,571,49.0,30,365,120,8769,9267,0,7.11,5.0
9406,26,521,464,9,5473,221,0,,,0,1,3,18,1,40.72402,-74.00497,18,15,2,,6,1,,752,,30,30,0,8291,8402,0,6.97,5.0
9406,44,500,927,5,7793,245,18,1.0,0.53,1,32,38,18,1,40.7713773610764,-73.96759758761249,18,15,3,1.0,6,1,1.0,859,365.0,30,365,240,8568,9269,0,6.97,5.0
9406,31,462,0,6,7360,0,14,1.0,1.0,0,1,1,18,1,40.69316241984792,-73.92025019660234,27,12,2,1.0,14,1,1.0,737,77.0,30,730,0,8429,8708,1,7.08,4.61
9406,49,396,244,5,4644,8,18,1.0,1.0,0,1,6,18,1,40.68248,-73.92833,18,15,2,1.0,6,1,1.0,344,180.0,30,1125,0,6770,8670,0,7.31,4.81
9405,39,286,0,3,6050,0,18,1.0,0.89,1,1,1,18,1,40.60442228621638,-74.06879539190801,16,15,1,1.0,6,0,1.0,868,100.0,30,180,240,7770,9343,0,7.3,5.0
9406,32,255,1000,5,6024,154,14,1.0,1.0,1,6,6,18,1,40.72375,-73.98013,18,15,7,2.0,7,3,3.0,735,791.0,3,365,255,8715,9348,0,6.82,4.78
9406,50,494,1000,15,6554,283,14,0.99,0.81,0,266,414,18,1,40.7749268,-73.9481632,18,15,3,1.0,6,0,1.0,683,223.0,30,365,60,8583,9071,0,6.89,2.0
9406,36,356,237,5,5539,29,14,0.96,0.62,1,6,6,18,1,40.76259,-73.97507,13,12,4,2.0,7,1,2.0,992,1652.0,1,1125,0,7233,8766,0,7.07,4.92
9406,50,510,0,33,8866,409,14,1.0,0.98,1,5,5,18,1,40.75325,-73.97441,13,12,2,1.0,14,1,1.0,453,,1,365,77,9171,9388,1,6.36,4.83
9406,38,490,240,4,4111,426,18,1.0,1.0,0,1,1,18,1,40.73233949999999,-74.0023085,18,15,2,1.0,6,2,1.0,94,189.0,30,37,0,8618,8802,0,7.0,4.5
9405,41,504,634,6,5993,608,12,1.0,,0,1,1,18,1,40.60027,-73.96046,27,12,1,1.0,13,1,1.0,391,80.0,30,62,0,6364,8994,0,7.28,4.94
9406,48,448,1000,35,8091,0,14,1.0,1.0,0,2,5,18,1,40.74695,-73.98941,13,12,2,1.0,14,1,1.0,379,366.0,1,365,255,8656,9401,1,7.59,4.63
9405,32,384,0,9,6059,0,14,1.0,0.88,0,15,19,18,1,40.6920594,-73.8016646,18,15,6,1.0,6,3,3.0,356,260.0,30,730,0,8979,8979,0,7.03,5.0
9406,18,460,407,9,6463,0,14,1.0,0.88,1,2,2,18,1,40.67205,-73.92844,11,15,4,1.0,6,2,3.0,961,171.0,30,1125,180,8220,9392,0,7.11,4.87
9406,29,284,0,15,4160,9,14,0.9,0.99,1,3,6,18,1,40.80486,-73.95101,27,12,2,1.0,13,2,2.0,198,111.0,30,365,0,7920,8300,0,6.92,5.0
9406,29,212,0,3,6015,0,0,,,0,1,1,18,1,40.80037,-73.96376,18,15,5,,6,2,,106,,30,1125,0,6044,6408,0,7.13,4.44
9406,20,374,172,4,7051,160,0,,,0,1,1,18,1,40.8015,-73.9617,27,12,1,,13,,,164,,30,1125,0,7070,7090,0,6.84,4.89
9406,38,212,0,5,6104,579,14,1.0,0.0,0,2,2,18,1,40.68198,-73.92754,27,12,1,,13,1,,338,,30,1125,0,6545,6783,0,6.63,5.0
9406,32,491,647,5,7381,0,18,0.0,0.0,0,29,93,9,1,40.67152,-73.98884,27,12,1,1.0,13,1,1.0,425,52.0,30,540,0,7470,7835,0,7.52,4.67
9406,30,116,0,7,7736,0,14,0.95,0.99,0,6,10,18,1,40.67415,-73.93214,18,15,7,1.5,9,3,4.0,822,257.0,2,365,255,8734,9390,1,6.95,4.64
9406,48,316,0,7,8979,0,18,0.91,0.66,0,1,1,9,0,40.68626769999999,-73.9222104,27,12,4,1.0,13,1,2.0,598,89.0,2,90,243,9021,9370,0,6.82,4.39
9406,48,477,0,5,5840,155,14,1.0,0.8,1,4,4,32,1,40.69583,-73.94762,18,15,2,1.0,6,1,1.0,577,253.0,4,40,77,9258,9354,0,6.97,5.0
9406,48,335,0,5,6216,0,18,0.0,,0,3,5,18,1,40.71467,-73.83532,20,12,1,1.0,13,1,1.0,374,60.0,30,1125,0,6456,6830,0,6.49,4.66
9406,33,506,211,6,6000,0,0,,,0,1,1,18,1,40.73559,-73.95981,18,15,2,,6,1,,129,,30,1125,0,6035,6199,0,7.25,5.0
